customer_id,segment_name,behavioral_state,primary_country,lifetime_orders,total_value,recency_days,average_order_value,recent_90d_value,prior_90d_value,value_momentum_pct,frequency_momentum_pct,product_count,primary_active_signal,insufficient_history
12417,High-Value Stable,ENGAGED,Belgium,20,6797.41,3,339.8705,832.58,918.25,-0.0933,0.0,270,None,False
12418,Low-Activity / Long-Recency,DORMANT,Switzerland,4,2021.2,112,505.3,0.0,668.58,-1.0,-1.0,90,BROAD_ENGAGEMENT_SOFTENING,False
12419,Low-Activity / Long-Recency,DORMANT,Spain,2,503.01,385,251.505,0.0,0.0,0.0,0.0,23,None,False
12420,Unsegmented (Insufficient History),EMERGING,Cyprus,1,600.39,63,600.39,600.39,0.0,1.0,1.0,29,EMERGING_BROADENING,True
12421,Low-Activity / Long-Recency,ENGAGED,Spain,6,1098.6,15,183.1,178.48,471.11,-0.6212,-0.5,44,None,False
12422,High-Value Stable,SOFTENING,Switzerland,17,5231.8,95,307.7529,0.0,565.06,-1.0,-1.0,137,HIGH_VALUE_SOFTENING,False
12423,High-Value Stable,ENGAGED,Belgium,10,2622.39,0,262.239,208.64,198.98,0.0485,0.0,128,None,False
12424,Low-Activity / Long-Recency,DORMANT,Australia,4,3340.03,162,835.0075,0.0,1760.96,-1.0,-1.0,78,HIGH_VALUE_SOFTENING,False
12425,Emerging Engagement,SOFTENING,Portugal,2,1741.41,78,870.705,777.2,0.0,1.0,1.0,87,POSITIVE_MOMENTUM,False
12426,Low-Activity / Long-Recency,DORMANT,Germany,2,1345.21,194,672.605,0.0,0.0,0.0,0.0,73,None,False
12427,Emerging Engagement,ENGAGED,Germany,3,825.8,21,275.2667,522.3,0.0,1.0,1.0,26,POSITIVE_MOMENTUM,False
12428,High-Value Stable,SOFTENING,Finland,9,7956.46,25,884.0511,408.34,1237.58,-0.67,-0.5,258,HIGH_VALUE_SOFTENING,False
12429,High-Value Stable,ENGAGED,Denmark,8,6204.41,9,775.5512,905.52,1125.4,-0.1954,0.0,124,None,False
12430,Unsegmented (Insufficient History),EMERGING,Norway,1,256.4,43,256.4,256.4,0.0,1.0,1.0,11,EMERGING_BROADENING,True
12431,High-Value Stable,ENGAGED,Australia,27,10432.22,35,386.3785,1612.88,1716.04,-0.0601,0.0,244,None,False
12432,High-Value Stable,ENGAGED,Norway,5,5059.32,42,1011.864,1042.66,4016.66,-0.7404,-0.3333,107,HIGH_VALUE_SOFTENING,False
12433,High-Value Stable,ENGAGED,Norway,10,16794.14,0,1679.414,6980.64,2608.11,1.6765,3.0,285,POSITIVE_MOMENTUM,False
12434,Emerging Engagement,SOFTENING,Australia,3,1103.43,84,367.81,519.89,0.0,1.0,1.0,62,POSITIVE_MOMENTUM,False
12435,High-Value Stable,SOFTENING,Denmark,6,13925.93,79,2320.9883,3850.9,0.0,1.0,1.0,88,POSITIVE_MOMENTUM,False
12436,Unsegmented (Insufficient History),SOFTENING,Norway,1,509.01,99,509.01,0.0,509.01,-1.0,-1.0,16,None,True
12437,High-Value Stable,ENGAGED,France,39,12683.4,1,325.2154,2140.0,836.32,1.5588,1.3333,273,POSITIVE_MOMENTUM,False
12438,Emerging Engagement,ENGAGED,Norway,2,2906.85,14,1453.425,2016.78,890.07,1.2659,0.0,84,None,False
12439,Low-Activity / Long-Recency,DORMANT,Cyprus,2,1142.88,682,571.44,0.0,0.0,0.0,0.0,69,None,False
12440,Low-Activity / Long-Recency,DORMANT,Austria,2,859.2,462,429.6,0.0,0.0,0.0,0.0,21,None,False
12441,Unsegmented (Insufficient History),DORMANT,France,1,173.55,366,173.55,0.0,0.0,0.0,0.0,11,None,True
12442,Unsegmented (Insufficient History),EMERGING,Spain,1,172.06,3,172.06,172.06,0.0,1.0,1.0,12,EMERGING_BROADENING,True
12443,Unsegmented (Insufficient History),DORMANT,Norway,1,485.31,732,485.31,0.0,0.0,0.0,0.0,21,None,True
12444,High-Value Stable,ENGAGED,Norway,5,5005.46,21,1001.092,2378.19,2627.27,-0.0948,0.5,138,None,False
12445,Emerging Engagement,ENGAGED,Spain,2,434.98,22,217.49,133.4,0.0,1.0,1.0,24,POSITIVE_MOMENTUM,False
12446,Unsegmented (Insufficient History),EMERGING,RSA,1,1002.31,57,1002.31,1002.31,0.0,1.0,1.0,57,EMERGING_BROADENING,True
12447,Unsegmented (Insufficient History),DORMANT,Belgium,1,476.49,243,476.49,0.0,0.0,0.0,0.0,26,None,True
12448,Unsegmented (Insufficient History),EMERGING,Spain,1,449.45,44,449.45,449.45,0.0,1.0,1.0,22,EMERGING_BROADENING,True
12449,High-Value Stable,SOFTENING,Belgium,6,4835.89,22,805.9817,1342.71,1865.65,-0.2803,-0.5,125,BROAD_ENGAGEMENT_SOFTENING,False
12450,Low-Activity / Long-Recency,DORMANT,Spain,5,688.2,156,137.64,0.0,197.88,-1.0,-1.0,31,None,False
12451,High-Value Stable,ENGAGED,Switzerland,8,12669.88,10,1583.735,3727.7,0.0,1.0,1.0,352,POSITIVE_MOMENTUM,False
12452,Unsegmented (Insufficient History),EMERGING,Switzerland,2,430.57,16,215.285,430.57,0.0,1.0,1.0,21,EMERGING_BROADENING,True
12453,Unsegmented (Insufficient History),DORMANT,Austria,1,707.09,134,707.09,0.0,707.09,-1.0,-1.0,43,None,True
12454,Emerging Engagement,ENGAGED,Spain,5,16679.78,56,3335.956,3528.34,0.0,1.0,1.0,24,POSITIVE_MOMENTUM,False
12455,High-Value Stable,SOFTENING,Cyprus,10,5879.95,73,587.995,290.5,213.06,0.3635,-0.5,199,BROAD_ENGAGEMENT_SOFTENING,False
12456,Low-Activity / Long-Recency,ENGAGED,Switzerland,3,3181.04,44,1060.3467,915.64,1325.23,-0.3091,0.0,105,HIGH_VALUE_SOFTENING,False
12457,Emerging Engagement,SOFTENING,Switzerland,8,2995.91,66,374.4887,1295.98,0.0,1.0,1.0,63,POSITIVE_MOMENTUM,False
12458,Emerging Engagement,SOFTENING,Switzerland,4,1777.49,71,444.3725,505.48,0.0,1.0,1.0,71,POSITIVE_MOMENTUM,False
12459,Unsegmented (Insufficient History),DORMANT,Spain,1,454.36,605,454.36,0.0,0.0,0.0,0.0,23,None,True
12460,Unsegmented (Insufficient History),DORMANT,Belgium,1,326.65,456,326.65,0.0,0.0,0.0,0.0,18,None,True
12461,Low-Activity / Long-Recency,SOFTENING,Switzerland,2,826.88,94,413.44,0.0,826.88,-1.0,-1.0,35,None,False
12462,Emerging Engagement,ENGAGED,Spain,2,1189.59,18,594.795,427.48,0.0,1.0,1.0,51,POSITIVE_MOMENTUM,False
12463,Low-Activity / Long-Recency,ENGAGED,Belgium,4,1344.78,53,336.195,358.99,337.84,0.0626,0.0,65,None,False
12464,Low-Activity / Long-Recency,ENGAGED,Belgium,8,1212.05,10,151.5062,431.5,235.7,0.8307,0.0,6,HIGH_FREQUENCY_LOW_VALUE,False
12465,Low-Activity / Long-Recency,ENGAGED,Belgium,2,742.19,17,371.095,301.25,440.94,-0.3168,0.0,46,None,False
12466,Unsegmented (Insufficient History),DORMANT,France,1,56.73,682,56.73,0.0,0.0,0.0,0.0,1,None,True
12467,Unsegmented (Insufficient History),DORMANT,USA,1,132.8,423,132.8,0.0,0.0,0.0,0.0,9,None,True
12468,High-Value Stable,DORMANT,Germany,5,3670.74,187,734.148,0.0,0.0,0.0,0.0,127,HISTORICAL_VALUE_DORMANT,False
12469,Low-Activity / Long-Recency,DORMANT,Thailand,2,3070.54,522,1535.27,0.0,0.0,0.0,0.0,76,HISTORICAL_VALUE_DORMANT,False
12470,Unsegmented (Insufficient History),DORMANT,Unspecified,1,211.95,689,211.95,0.0,0.0,0.0,0.0,23,None,True
12471,High-Value Stable,ENGAGED,Germany,79,39918.19,2,505.2935,8707.65,2719.08,2.2024,0.8333,255,POSITIVE_MOMENTUM,False
12472,High-Value Stable,ENGAGED,Germany,19,16249.29,32,855.2258,1644.51,1878.76,-0.1247,0.0,397,None,False
12473,Emerging Engagement,ENGAGED,Germany,5,3928.05,29,785.61,2752.3,514.06,4.354,2.0,140,POSITIVE_MOMENTUM,False
12474,High-Value Stable,ENGAGED,Germany,31,12372.75,17,399.121,2962.03,1642.93,0.8029,0.0,369,None,False
12475,Emerging Engagement,ENGAGED,Germany,2,1149.64,53,574.82,723.38,0.0,1.0,1.0,54,POSITIVE_MOMENTUM,False
12476,Emerging Engagement,ENGAGED,Germany,23,14083.91,15,612.3439,3624.75,746.57,3.8552,4.0,358,POSITIVE_MOMENTUM,False
12477,High-Value Stable,ENGAGED,Germany,9,20276.37,22,2252.93,4385.71,4257.06,0.0302,2.0,295,None,False
12478,Unsegmented (Insufficient History),EMERGING,Greece,1,680.99,3,680.99,680.99,0.0,1.0,1.0,36,EMERGING_BROADENING,True
12479,Unsegmented (Insufficient History),EMERGING,Germany,1,527.2,11,527.2,527.2,0.0,1.0,1.0,31,EMERGING_BROADENING,True
12480,High-Value Stable,ENGAGED,Germany,7,5464.85,28,780.6929,1136.68,557.68,1.0382,0.0,177,None,False
12481,High-Value Stable,ENGAGED,Germany,15,12185.51,22,812.3673,1494.56,1001.21,0.4928,1.0,248,POSITIVE_MOMENTUM,False
12482,High-Value Stable,DORMANT,Sweden,29,23691.4,576,816.9448,0.0,0.0,0.0,0.0,42,HISTORICAL_VALUE_DORMANT,False
12483,High-Value Stable,ENGAGED,Sweden,19,5097.18,17,268.2726,860.92,309.45,1.7821,1.0,68,POSITIVE_MOMENTUM,False
12484,High-Value Stable,ENGAGED,Spain,12,6354.1,32,529.5083,868.67,2519.98,-0.6553,-0.3333,329,HIGH_VALUE_SOFTENING,False
12485,Unsegmented (Insufficient History),DORMANT,Sweden,1,708.1,529,708.1,0.0,0.0,0.0,0.0,34,None,True
12486,Unsegmented (Insufficient History),DORMANT,Sweden,1,1037.28,431,1037.28,0.0,0.0,0.0,0.0,49,None,True
12487,Unsegmented (Insufficient History),DORMANT,Sweden,1,285.3,730,285.3,0.0,0.0,0.0,0.0,2,None,True
12488,Unsegmented (Insufficient History),ENGAGED,France,3,1298.66,9,432.8867,1298.66,0.0,1.0,1.0,46,POSITIVE_MOMENTUM,True
12489,Unsegmented (Insufficient History),DORMANT,France,1,334.93,336,334.93,0.0,0.0,0.0,0.0,15,None,True
12490,High-Value Stable,ENGAGED,France,21,9823.64,5,467.7924,1865.34,2356.87,-0.2086,0.0,195,None,False
12491,Unsegmented (Insufficient History),EMERGING,France,1,460.4,38,460.4,460.4,0.0,1.0,1.0,25,EMERGING_BROADENING,True
12492,Low-Activity / Long-Recency,ENGAGED,Germany,3,715.21,63,238.4033,136.82,126.39,0.0825,0.0,38,None,False
12493,Low-Activity / Long-Recency,DORMANT,France,2,433.74,165,216.87,0.0,201.24,-1.0,-1.0,20,None,False
12494,Emerging Engagement,ENGAGED,France,9,1815.27,15,201.6967,377.24,153.22,1.4621,1.0,83,POSITIVE_MOMENTUM,False
12495,Unsegmented (Insufficient History),DORMANT,Sweden,1,357.4,640,357.4,0.0,0.0,0.0,0.0,17,None,True
12496,Low-Activity / Long-Recency,DORMANT,Spain,2,45.34,620,22.67,0.0,0.0,0.0,0.0,10,None,False
12497,Emerging Engagement,SOFTENING,Germany,3,6248.5,81,2082.8333,1043.1,0.0,1.0,1.0,41,POSITIVE_MOMENTUM,False
12498,Unsegmented (Insufficient History),EMERGING,Germany,3,403.7,21,134.5667,403.7,0.0,1.0,1.0,21,EMERGING_BROADENING,True
12499,Unsegmented (Insufficient History),DORMANT,Germany,1,393.72,560,393.72,0.0,0.0,0.0,0.0,27,None,True
12500,Emerging Engagement,ENGAGED,Germany,19,5955.21,23,313.4321,2483.98,563.64,3.407,1.5,88,POSITIVE_MOMENTUM,False
12501,Unsegmented (Insufficient History),DORMANT,Germany,1,2169.39,336,2169.39,0.0,0.0,0.0,0.0,149,None,True
12502,Low-Activity / Long-Recency,SOFTENING,Spain,5,3723.87,95,744.774,0.0,1881.22,-1.0,-1.0,102,HIGH_VALUE_SOFTENING,False
12503,Unsegmented (Insufficient History),DORMANT,Spain,1,1126.0,584,1126.0,0.0,0.0,0.0,0.0,2,None,True
12504,Emerging Engagement,ENGAGED,Germany,4,779.05,18,194.7625,482.05,0.0,1.0,1.0,11,POSITIVE_MOMENTUM,False
12505,Unsegmented (Insufficient History),DORMANT,Italy,1,955.2,408,955.2,0.0,0.0,0.0,0.0,42,None,True
12506,Unsegmented (Insufficient History),DORMANT,France,1,73.5,232,73.5,0.0,0.0,0.0,0.0,23,None,True
12507,Low-Activity / Long-Recency,DORMANT,Spain,4,1844.06,134,461.015,0.0,858.65,-1.0,-1.0,46,None,False
12508,Unsegmented (Insufficient History),EMERGING,France,2,397.88,26,198.94,397.88,0.0,1.0,1.0,57,EMERGING_BROADENING,True
12509,Unsegmented (Insufficient History),DORMANT,France,1,176.5,284,176.5,0.0,0.0,0.0,0.0,7,None,True
12510,High-Value Stable,DORMANT,Spain,9,5178.02,142,575.3356,0.0,301.52,-1.0,-1.0,94,HIGH_VALUE_SOFTENING,False
12511,Unsegmented (Insufficient History),DORMANT,Greece,1,3084.02,428,3084.02,0.0,0.0,0.0,0.0,190,HISTORICAL_VALUE_DORMANT,True
12512,Unsegmented (Insufficient History),EMERGING,Israel,2,132.18,66,66.09,132.18,0.0,1.0,1.0,31,EMERGING_BROADENING,True
12513,Unsegmented (Insufficient History),DORMANT,France,1,612.29,112,612.29,0.0,612.29,-1.0,-1.0,35,None,True
12514,Low-Activity / Long-Recency,DORMANT,Italy,2,1597.76,267,798.88,0.0,0.0,0.0,0.0,76,None,False
12515,Unsegmented (Insufficient History),DORMANT,Italy,1,383.7,353,383.7,0.0,0.0,0.0,0.0,16,None,True
12516,Emerging Engagement,SOFTENING,Germany,4,2648.62,77,662.155,728.86,0.0,1.0,1.0,49,POSITIVE_MOMENTUM,False
12517,Emerging Engagement,ENGAGED,Germany,5,2481.6,28,496.32,960.15,771.75,0.2441,2.0,232,None,False
12518,Emerging Engagement,ENGAGED,Germany,5,2056.89,0,411.378,1732.06,324.83,4.3322,3.0,84,POSITIVE_MOMENTUM,False
12519,Emerging Engagement,ENGAGED,Germany,2,716.54,63,358.27,330.84,0.0,1.0,1.0,34,POSITIVE_MOMENTUM,False
12520,High-Value Stable,SOFTENING,Germany,5,2634.26,79,526.852,588.41,348.29,0.6894,0.0,121,None,False
12521,Unsegmented (Insufficient History),DORMANT,Germany,1,599.68,142,599.68,0.0,599.68,-1.0,-1.0,38,None,True
12522,Unsegmented (Insufficient History),EMERGING,Germany,2,192.72,39,96.36,192.72,0.0,1.0,1.0,11,EMERGING_BROADENING,True
12523,High-Value Stable,SOFTENING,France,23,4352.35,19,189.2326,772.02,517.56,0.4917,0.3333,176,HIGH_FREQUENCY_LOW_VALUE,False
12524,High-Value Stable,ENGAGED,Germany,17,11126.11,9,654.4771,1363.24,289.1,3.7155,1.0,157,POSITIVE_MOMENTUM,False
12525,Low-Activity / Long-Recency,DORMANT,France,3,973.73,498,324.5767,0.0,0.0,0.0,0.0,56,None,False
12526,Emerging Engagement,ENGAGED,Germany,3,1316.66,0,438.8867,796.36,520.3,0.5306,1.0,64,POSITIVE_MOMENTUM,False
12527,Emerging Engagement,SOFTENING,Germany,5,735.51,81,147.102,63.79,0.0,1.0,1.0,26,POSITIVE_MOMENTUM,False
12528,High-Value Stable,ENGAGED,Germany,6,1933.48,9,322.2467,646.11,515.71,0.2529,0.0,50,None,False
12529,Unsegmented (Insufficient History),DORMANT,France,1,316.48,528,316.48,0.0,0.0,0.0,0.0,21,None,True
12530,High-Value Stable,ENGAGED,Germany,9,3759.26,59,417.6956,440.63,416.65,0.0576,0.0,94,None,False
12531,Emerging Engagement,ENGAGED,Germany,2,1933.2,14,966.6,125.22,0.0,1.0,1.0,126,POSITIVE_MOMENTUM,False
12532,Unsegmented (Insufficient History),EMERGING,France,1,349.83,30,349.83,349.83,0.0,1.0,1.0,16,EMERGING_BROADENING,True
12533,Low-Activity / Long-Recency,DORMANT,Germany,2,1367.89,627,683.945,0.0,0.0,0.0,0.0,63,None,False
12534,Unsegmented (Insufficient History),DORMANT,Germany,1,1089.18,130,1089.18,0.0,1089.18,-1.0,-1.0,63,None,True
12535,Low-Activity / Long-Recency,SOFTENING,France,2,716.35,91,358.175,0.0,344.9,-1.0,-1.0,28,None,False
12536,Unsegmented (Insufficient History),EMERGING,France,3,12601.83,43,4200.61,12601.83,0.0,1.0,1.0,260,EMERGING_BROADENING,True
12537,Unsegmented (Insufficient History),DORMANT,Sweden,1,732.94,408,732.94,0.0,0.0,0.0,0.0,43,None,True
12538,Emerging Engagement,ENGAGED,Spain,2,640.45,29,320.225,363.95,0.0,1.0,1.0,33,POSITIVE_MOMENTUM,False
12539,High-Value Stable,ENGAGED,Spain,7,11214.75,22,1602.1071,1050.66,0.0,1.0,1.0,276,POSITIVE_MOMENTUM,False
12540,High-Value Stable,SOFTENING,Spain,33,22254.49,19,674.3785,4153.38,2744.34,0.5134,0.5,354,POSITIVE_MOMENTUM,False
12541,Emerging Engagement,ENGAGED,Spain,3,981.18,29,327.06,445.04,223.74,0.9891,0.0,46,None,False
12542,Low-Activity / Long-Recency,DORMANT,Spain,2,481.88,484,240.94,0.0,0.0,0.0,0.0,39,None,False
12543,Unsegmented (Insufficient History),DORMANT,Spain,1,980.25,448,980.25,0.0,0.0,0.0,0.0,43,None,True
12544,Unsegmented (Insufficient History),EMERGING,Spain,1,372.7,36,372.7,372.7,0.0,1.0,1.0,19,EMERGING_BROADENING,True
12545,Emerging Engagement,SOFTENING,Spain,2,1000.39,75,500.195,372.24,0.0,1.0,1.0,42,POSITIVE_MOMENTUM,False
12546,Unsegmented (Insufficient History),ENGAGED,Spain,2,1161.5,46,580.75,1161.5,0.0,1.0,1.0,59,POSITIVE_MOMENTUM,True
12547,Low-Activity / Long-Recency,DORMANT,Spain,3,383.58,197,127.86,0.0,0.0,0.0,0.0,13,None,False
12548,Unsegmented (Insufficient History),DORMANT,Spain,1,95.2,166,95.2,0.0,95.2,-1.0,-1.0,5,None,True
12549,Low-Activity / Long-Recency,DORMANT,USA,6,1575.68,575,262.6133,0.0,0.0,0.0,0.0,38,None,False
